"","q4.sol.sens.coef.from","q4.sol.sens.coef.to"
"200",97.1581904113931,1e+30
"201",97.7439376582285,1e+30
"202",99.891761978289,1e+30
"203",100.533523956578,1e+30
"204",97.3247140651331,1e+30
"205",99.25,1e+30
"206",99.891761978289,1e+30
"207",98.608238021711,1e+30
"208",98.608238021711,1e+30
"209",98.608238021711,1e+30
"210",98.608238021711,1e+30
"211",8.78620870253144,99.3215062546076
"212",82.4467975492816,1e+30
"213",81.7607950985632,1e+30
"214",79.7027877464081,1e+30
"215",110.572898028736,1e+30
"216",81.0747926478448,1e+30
"217",80.3887901971264,1e+30
"218",81.0747926478448,1e+30
"219",79.7027877464081,1e+30
"220",112.630905380891,1e+30
"221",81.7607950985632,1e+30
"222",82.4467975492816,1e+30
"223",80.3887901971264,1e+30
"224",81.7607950985632,1e+30
"225",109.886895578017,1e+30
"226",79.0167852956897,1e+30
"227",79.0167852956897,1e+30
"228",79.7027877464081,1e+30
"229",80.3887901971264,1e+30
"230",79.7027877464081,1e+30
"231",78.3307828449713,1e+30
"232",77.6447803942529,1e+30
"233",84.5048049014368,1e+30
"234",105.084878422988,1e+30
"235",78.3307828449713,1e+30
"236",78.3307828449713,1e+30
"237",79.702787746408,1e+30
"238",85.8768098028735,1e+30
"239",82.4467975492816,1e+30
"240",83.1328,1e+30
"241",85.8768098028735,1e+30
"242",84.5048049014368,1e+30
"243",83.8188024507184,1e+30
"244",83.1328,1e+30
"245",111.944902930172,1e+30
"246",81.7607950985632,1e+30
"247",112.630905380891,1e+30
"248",82.4467975492816,1e+30
"249",81.7607950985632,1e+30
"250",108.51489067658,1e+30
"251",83.1328,1e+30
"252",79.7027877464081,1e+30
"253",103.712873521552,1e+30
"254",79.702787746408,1e+30
"255",79.0167852956897,1e+30
"256",107.828888225862,1e+30
"257",81.7607950985632,1e+30
"258",106.456883324425,1e+30
"259",107.142885775144,1e+30
"260",105.770880873707,1e+30
"261",104.39887597227,1e+30
"262",100.968863718678,1e+30
"263",99.5968588172413,1e+30
"264",99.5968588172413,1e+30
"265",104.39887597227,1e+30
"266",105.084878422988,1e+30
"267",100.28286126796,1e+30
"268",95.480844112931,1e+30
"269",96.8528490143677,1e+30
"270",98.2248539158045,1e+30
"271",94.7948416622126,1e+30
"272",95.480844112931,1e+30
"273",89.9928245071839,1e+30
"274",94.1088392114942,1e+30
"275",95.480844112931,1e+30
"276",94.7948416622126,1e+30
"277",96.1668465636494,1e+30
"278",94.7948416622126,1e+30
"279",92.0508318593391,1e+30
"280",94.1088392114942,1e+30
"281",96.8528490143678,1e+30
"282",94.7948416622126,1e+30
"283",91.3648294086206,1e+30
"284",87.9348171550287,1e+30
"285",87.9348171550287,1e+30
"286",87.2488147043103,1e+30
"287",85.8768098028735,1e+30
"288",85.8768098028735,1e+30
"289",87.9348171550287,1e+30
"290",86.5628122535919,1e+30
"291",90.6788269579023,1e+30
"292",91.3648294086207,1e+30
"293",90.6788269579023,1e+30
"294",89.3068220564655,1e+30
"295",87.9348171550287,1e+30
"296",87.2488147043103,1e+30
"297",84.5048049014368,1e+30
"298",87.2488147043103,1e+30
"299",86.5628122535919,1e+30
"300",87.2488147043103,1e+30
"301",84.5048049014368,1e+30
"302",84.5048049014368,1e+30
"303",11.5517156092015,86.5925185614045
"304",86.5628122535919,1e+30
